Date,Time,BhutanGold,BhutanDeluxe
09/05/2024,12:00 PM,34,70
09/05/2024,12:15 PM,1,88
09/05/2024,12:30 PM,8,31
09/05/2024,12:45 PM,59,90
09/05/2024,1:00 PM,24,30
09/05/2024,1:15 PM,54,56
09/05/2024,1:30 PM,42,28
09/05/2024,1:45 PM,47,34
09/05/2024,2:00 PM,63,96
09/05/2024,2:15 PM,45,12
09/05/2024,2:30 PM,84,49
09/05/2024,2:45 PM,76,12
09/05/2024,3:00 PM,59,86
09/05/2024,3:15 PM,41,21
09/05/2024,3:30 PM,30,22
09/05/2024,3:45 PM,32,56
09/05/2024,4:00 PM,34,79
09/05/2024,4:15 PM,15,39
09/05/2024,4:30 PM,97,85
09/05/2024,4:45 PM,68,96
09/05/2024,5:00 PM,69,4
09/05/2024,5:15 PM,26,89
09/05/2024,5:30 PM,66,55
09/05/2024,5:45 PM,92,74
09/05/2024,6:00 PM,56,97
09/05/2024,6:15 PM,6,85
09/05/2024,6:30 PM,98,57
09/05/2024,6:45 PM,49,67
09/05/2024,7:00 PM,35,20
09/05/2024,7:15 PM,23,31
09/05/2024,7:30 PM,62,0
09/05/2024,7:45 PM,28,42
09/05/2024,8:00 PM,85,80
09/05/2024,8:15 PM,79,31
09/05/2024,8:30 PM,25,74
09/05/2024,8:45 PM,13,46
09/05/2024,9:00 PM,99,19
10/05/2024,9:00 AM,26,13
10/05/2024,9:15 AM,78,7
10/05/2024,9:30 AM,93,48
10/05/2024,9:45 AM,98,52
10/05/2024,10:00 AM,39,55
10/05/2024,10:15 AM,0,59
10/05/2024,10:30 AM,54,30
10/05/2024,10:45 AM,71,77
10/05/2024,11:00 AM,70,36
10/05/2024,11:15 AM,36,83
10/05/2024,11:30 AM,40,20
10/05/2024,11:45 AM,10,3
10/05/2024,12:00 PM,98,6
10/05/2024,12:15 PM,43,49
10/05/2024,12:30 PM,19,67
10/05/2024,12:45 PM,61,10
10/05/2024,1:00 PM,60,83
10/05/2024,1:15 PM,14,64
10/05/2024,1:30 PM,7,59
10/05/2024,1:45 PM,77,13
10/05/2024,2:00 PM,64,31
10/05/2024,2:15 PM,39,23
10/05/2024,2:30 PM,26,41
10/05/2024,2:45 PM,26,48
10/05/2024,3:00 PM,44,91
10/05/2024,3:15 PM,82,36
10/05/2024,3:30 PM,27,57
10/05/2024,3:45 PM,91,16
10/05/2024,4:00 PM,93,74
10/05/2024,4:15 PM,96,69
10/05/2024,4:30 PM,79,67
10/05/2024,4:45 PM,35,19
10/05/2024,5:00 PM,60,72
10/05/2024,5:15 PM,25,32
10/05/2024,5:30 PM,10,84
10/05/2024,5:45 PM,47,45
10/05/2024,6:00 PM,52,27
10/05/2024,6:15 PM,84,46
10/05/2024,6:30 PM,20,9
10/05/2024,6:45 PM,19,88
10/05/2024,7:00 PM,87,1
10/05/2024,7:15 PM,27,52
10/05/2024,7:30 PM,72,25
10/05/2024,7:45 PM,60,35
10/05/2024,8:00 PM,79,29
10/05/2024,8:15 PM,12,42
10/05/2024,8:30 PM,35,11
10/05/2024,8:45 PM,86,52
10/05/2024,9:00 PM,96,71
11/05/2024,9:00 AM,3,64
11/05/2024,9:15 AM,76,89
11/05/2024,9:30 AM,13,25
11/05/2024,9:45 AM,43,49
11/05/2024,10:00 AM,94,1
11/05/2024,10:15 AM,42,85
11/05/2024,10:30 AM,87,86
11/05/2024,10:45 AM,94,83
11/05/2024,11:00 AM,76,10
11/05/2024,11:15 AM,69,58
11/05/2024,11:30 AM,6,85
11/05/2024,11:45 AM,11,58
11/05/2024,12:00 PM,42,70
11/05/2024,12:15 PM,84,83
11/05/2024,12:30 PM,37,43
11/05/2024,12:45 PM,16,20
11/05/2024,1:00 PM,56,57
11/05/2024,1:15 PM,48,44
11/05/2024,1:30 PM,41,94
11/05/2024,1:45 PM,35,75
11/05/2024,2:00 PM,21,41
11/05/2024,2:15 PM,75,15
11/05/2024,2:30 PM,62,56
11/05/2024,2:45 PM,46,71
11/05/2024,3:00 PM,12,99
11/05/2024,3:15 PM,25,30
11/05/2024,3:30 PM,81,37
11/05/2024,3:45 PM,87,13
11/05/2024,4:00 PM,26,79
11/05/2024,4:15 PM,70,12
11/05/2024,4:30 PM,67,54
11/05/2024,4:45 PM,12,4
11/05/2024,5:00 PM,36,25
11/05/2024,5:15 PM,60,55
11/05/2024,5:30 PM,72,50
11/05/2024,5:45 PM,53,76
11/05/2024,6:00 PM,61,37
11/05/2024,6:15 PM,40,31
11/05/2024,6:30 PM,4,45
11/05/2024,6:45 PM,90,35
11/05/2024,7:00 PM,17,16
11/05/2024,7:15 PM,99,76
11/05/2024,7:30 PM,10,58
11/05/2024,7:45 PM,22,9
11/05/2024,8:00 PM,99,47
11/05/2024,8:15 PM,58,74
11/05/2024,8:30 PM,49,19
11/05/2024,8:45 PM,59,27
11/05/2024,9:00 PM,77,62
12/05/2024,9:00 AM,98,26
12/05/2024,9:15 AM,26,49
12/05/2024,9:30 AM,66,24
12/05/2024,9:45 AM,14,79
12/05/2024,10:00 AM,69,10
12/05/2024,10:15 AM,12,0
12/05/2024,10:30 AM,78,69
12/05/2024,10:45 AM,94,88
12/05/2024,11:00 AM,51,78
12/05/2024,11:15 AM,30,51
12/05/2024,11:30 AM,47,76
12/05/2024,11:45 AM,82,0
12/05/2024,12:00 PM,51,37
12/05/2024,12:15 PM,2,56
12/05/2024,12:30 PM,11,99
12/05/2024,12:45 PM,40,64
12/05/2024,1:00 PM,5,75
12/05/2024,1:15 PM,22,78
12/05/2024,1:30 PM,61,95
12/05/2024,1:45 PM,62,98
12/05/2024,2:00 PM,24,72
12/05/2024,2:15 PM,0,12
12/05/2024,2:30 PM,50,11
12/05/2024,2:45 PM,15,71
12/05/2024,3:00 PM,12,61
12/05/2024,3:15 PM,55,11
12/05/2024,3:30 PM,37,65
12/05/2024,3:45 PM,87,62
12/05/2024,4:00 PM,29,82
12/05/2024,4:15 PM,37,53
12/05/2024,4:30 PM,72,87
12/05/2024,4:45 PM,30,20
12/05/2024,5:00 PM,95,42
12/05/2024,5:15 PM,81,11
12/05/2024,5:30 PM,32,84
12/05/2024,5:45 PM,18,32
12/05/2024,6:00 PM,78,93
12/05/2024,6:15 PM,70,93
12/05/2024,6:30 PM,71,57
12/05/2024,6:45 PM,93,5
12/05/2024,7:00 PM,64,77
12/05/2024,7:15 PM,13,87
12/05/2024,7:30 PM,93,29
12/05/2024,7:45 PM,9,32
12/05/2024,8:00 PM,67,28
12/05/2024,8:15 PM,31,67
12/05/2024,8:30 PM,65,95
12/05/2024,8:45 PM,23,20
12/05/2024,9:00 PM,20,93
13/05/2024,9:00 AM,22,23
13/05/2024,9:15 AM,33,50
13/05/2024,9:30 AM,43,76
13/05/2024,9:45 AM,88,33
13/05/2024,10:00 AM,70,85
13/05/2024,10:15 AM,71,55
13/05/2024,10:30 AM,48,87
13/05/2024,10:45 AM,70,84
13/05/2024,11:00 AM,89,47
13/05/2024,11:15 AM,88,91
13/05/2024,11:30 AM,93,1
13/05/2024,11:45 AM,2,18
13/05/2024,12:00 PM,82,81
13/05/2024,12:15 PM,79,55
13/05/2024,12:30 PM,87,68
13/05/2024,12:45 PM,79,10
13/05/2024,1:00 PM,99,84
13/05/2024,1:15 PM,75,74
13/05/2024,1:30 PM,40,45
13/05/2024,1:45 PM,34,64
13/05/2024,2:00 PM,89,5
13/05/2024,2:15 PM,91,68
13/05/2024,2:30 PM,53,7
13/05/2024,2:45 PM,92,51
13/05/2024,3:00 PM,38,12
13/05/2024,3:15 PM,67,94
13/05/2024,3:30 PM,17,59
13/05/2024,3:45 PM,53,48
13/05/2024,4:00 PM,0,36
13/05/2024,4:15 PM,67,37
13/05/2024,4:30 PM,80,59
13/05/2024,4:45 PM,38,34
13/05/2024,5:00 PM,41,38
13/05/2024,5:15 PM,3,16
13/05/2024,5:30 PM,35,67
13/05/2024,5:45 PM,51,91
13/05/2024,6:00 PM,74,77
13/05/2024,6:15 PM,45,34
13/05/2024,6:30 PM,70,68
13/05/2024,6:45 PM,63,82
13/05/2024,7:00 PM,91,49
13/05/2024,7:15 PM,74,77
13/05/2024,7:30 PM,14,48
13/05/2024,7:45 PM,43,83
13/05/2024,8:00 PM,82,6
13/05/2024,8:15 PM,79,10
13/05/2024,8:30 PM,54,68
13/05/2024,8:45 PM,62,48
13/05/2024,9:00 PM,58,53
14/05/2024,9:00 AM,51,6
14/05/2024,9:15 AM,11,94
14/05/2024,9:30 AM,2,13
14/05/2024,9:45 AM,17,59
14/05/2024,10:00 AM,96,91
14/05/2024,10:15 AM,71,22
14/05/2024,10:30 AM,79,46
14/05/2024,10:45 AM,65,24
14/05/2024,11:00 AM,57,45
14/05/2024,11:15 AM,44,84
14/05/2024,11:30 AM,45,72
14/05/2024,11:45 AM,53,29
14/05/2024,12:00 PM,19,2
14/05/2024,12:15 PM,58,56
14/05/2024,12:30 PM,52,3
14/05/2024,12:45 PM,97,72
14/05/2024,1:00 PM,11,42
14/05/2024,1:15 PM,3,70
14/05/2024,1:30 PM,44,31
14/05/2024,1:45 PM,34,91
14/05/2024,2:00 PM,55,20
14/05/2024,2:15 PM,77,68
14/05/2024,2:30 PM,67,16
14/05/2024,2:45 PM,91,92
14/05/2024,3:00 PM,90,98
14/05/2024,3:15 PM,40,72
14/05/2024,3:30 PM,33,38
14/05/2024,3:45 PM,57,6
14/05/2024,4:00 PM,23,3
14/05/2024,4:15 PM,92,66
14/05/2024,4:30 PM,85,44
14/05/2024,4:45 PM,56,97
14/05/2024,5:00 PM,75,5
14/05/2024,5:15 PM,60,5
14/05/2024,5:30 PM,85,71
14/05/2024,5:45 PM,33,51
14/05/2024,6:00 PM,29,96
14/05/2024,6:15 PM,5,76
14/05/2024,6:30 PM,5,91
14/05/2024,6:45 PM,89,30
14/05/2024,7:00 PM,97,62
14/05/2024,7:15 PM,54,43
14/05/2024,7:30 PM,60,75
14/05/2024,7:45 PM,90,50
14/05/2024,8:00 PM,59,57
14/05/2024,8:15 PM,96,92
14/05/2024,8:30 PM,95,30
14/05/2024,8:45 PM,50,83
14/05/2024,9:00 PM,6,71
15/05/2024,9:00 AM,71,80
15/05/2024,9:15 AM,95,50
15/05/2024,9:30 AM,60,25
15/05/2024,9:45 AM,5,75
15/05/2024,10:00 AM,24,8
15/05/2024,10:15 AM,8,72
15/05/2024,10:30 AM,8,1
15/05/2024,10:45 AM,47,81
15/05/2024,11:00 AM,14,27
15/05/2024,11:15 AM,26,82
15/05/2024,11:30 AM,73,68
15/05/2024,11:45 AM,31,70
15/05/2024,12:00 PM,16,32
15/05/2024,12:15 PM,83,24
15/05/2024,12:30 PM,3,77
15/05/2024,12:45 PM,82,25
15/05/2024,1:00 PM,35,12
15/05/2024,1:15 PM,20,16
15/05/2024,1:30 PM,35,43
15/05/2024,1:45 PM,17,99
15/05/2024,2:00 PM,49,47
15/05/2024,2:15 PM,3,19
15/05/2024,2:30 PM,71,96
15/05/2024,2:45 PM,29,95
15/05/2024,3:00 PM,25,0
15/05/2024,3:15 PM,73,36
15/05/2024,3:30 PM,4,68
15/05/2024,3:45 PM,13,18
15/05/2024,4:00 PM,48,90
15/05/2024,4:15 PM,62,23
15/05/2024,4:30 PM,9,92
15/05/2024,4:45 PM,28,93
15/05/2024,5:00 PM,46,37
15/05/2024,5:15 PM,78,44
15/05/2024,5:30 PM,82,60
15/05/2024,5:45 PM,26,40
15/05/2024,6:00 PM,26,90
15/05/2024,6:15 PM,70,14
15/05/2024,6:30 PM,79,53
15/05/2024,6:45 PM,78,41
15/05/2024,7:00 PM,86,83
15/05/2024,7:15 PM,98,12
15/05/2024,7:30 PM,51,76
15/05/2024,7:45 PM,36,62
15/05/2024,8:00 PM,91,85
15/05/2024,8:15 PM,54,36
15/05/2024,8:30 PM,58,26
15/05/2024,8:45 PM,83,14
15/05/2024,9:00 PM,95,92
16/05/2024,9:00 AM,94,96
16/05/2024,9:15 AM,51,6
16/05/2024,9:30 AM,47,5
16/05/2024,9:45 AM,1,56
16/05/2024,10:00 AM,75,26
16/05/2024,10:15 AM,24,72
16/05/2024,10:30 AM,37,76
16/05/2024,10:45 AM,94,61
16/05/2024,11:00 AM,30,2
16/05/2024,11:15 AM,48,65
16/05/2024,11:30 AM,5,16
16/05/2024,11:45 AM,92,84
16/05/2024,12:00 PM,81,24
16/05/2024,12:15 PM,55,90
16/05/2024,12:30 PM,79,28
16/05/2024,12:45 PM,94,84
16/05/2024,1:00 PM,41,12
16/05/2024,1:15 PM,97,91
16/05/2024,1:30 PM,60,25
16/05/2024,1:45 PM,7,71
16/05/2024,2:00 PM,17,20
16/05/2024,2:15 PM,67,5
16/05/2024,2:30 PM,47,5
16/05/2024,2:45 PM,10,86
16/05/2024,3:00 PM,76,16
16/05/2024,3:15 PM,33,13
16/05/2024,3:30 PM,73,69
16/05/2024,3:45 PM,20,84
16/05/2024,4:00 PM,66,16
16/05/2024,4:15 PM,5,34
16/05/2024,4:30 PM,5,2
16/05/2024,4:45 PM,58,77
16/05/2024,5:00 PM,34,33
16/05/2024,5:15 PM,89,6
16/05/2024,5:30 PM,1,72
16/05/2024,5:45 PM,5,80
16/05/2024,6:00 PM,2,86
16/05/2024,6:15 PM,62,10
16/05/2024,6:30 PM,91,29
16/05/2024,6:45 PM,64,22
16/05/2024,7:00 PM,15,31
16/05/2024,7:15 PM,96,28
16/05/2024,7:30 PM,51,54
16/05/2024,7:45 PM,97,22
16/05/2024,8:00 PM,24,0
16/05/2024,8:15 PM,70,89
16/05/2024,8:30 PM,12,5
16/05/2024,8:45 PM,93,56
16/05/2024,9:00 PM,91,52
17/05/2024,9:00 AM,58,25
17/05/2024,9:15 AM,66,24
17/05/2024,9:30 AM,64,6
17/05/2024,9:45 AM,23,22
17/05/2024,10:00 AM,13,16
17/05/2024,10:15 AM,93,47
17/05/2024,10:30 AM,14,18
17/05/2024,10:45 AM,99,58
17/05/2024,11:00 AM,40,42
17/05/2024,11:15 AM,82,80
17/05/2024,11:30 AM,61,16
17/05/2024,11:45 AM,29,79
17/05/2024,12:00 PM,13,89
17/05/2024,12:15 PM,96,73
17/05/2024,12:30 PM,81,73
17/05/2024,12:45 PM,14,79
17/05/2024,1:00 PM,21,59
17/05/2024,1:15 PM,53,33
17/05/2024,1:30 PM,55,18
17/05/2024,1:45 PM,84,36
17/05/2024,2:00 PM,97,87
17/05/2024,2:15 PM,86,9
17/05/2024,2:30 PM,21,98
17/05/2024,2:45 PM,42,78
17/05/2024,3:00 PM,67,31
17/05/2024,3:15 PM,55,9
17/05/2024,3:30 PM,28,97
17/05/2024,3:45 PM,52,28
17/05/2024,4:00 PM,66,93
17/05/2024,4:15 PM,45,67
17/05/2024,4:30 PM,43,51
17/05/2024,4:45 PM,64,35
17/05/2024,5:00 PM,2,45
17/05/2024,5:15 PM,41,46
17/05/2024,5:30 PM,50,82
17/05/2024,5:45 PM,93,57
17/05/2024,6:00 PM,15,31
17/05/2024,6:15 PM,94,61
17/05/2024,6:30 PM,56,9
17/05/2024,6:45 PM,45,62
17/05/2024,7:00 PM,9,82
17/05/2024,7:15 PM,0,73
17/05/2024,7:30 PM,35,5
17/05/2024,7:45 PM,21,68
17/05/2024,8:00 PM,90,77
17/05/2024,8:15 PM,94,68
17/05/2024,8:30 PM,66,32
17/05/2024,8:45 PM,93,58
17/05/2024,9:00 PM,27,77
18/05/2024,9:00 AM,8,5
18/05/2024,9:15 AM,22,0
18/05/2024,9:30 AM,87,18
18/05/2024,9:45 AM,91,5
18/05/2024,10:00 AM,23,54
18/05/2024,10:15 AM,47,17
18/05/2024,10:30 AM,3,7
18/05/2024,10:45 AM,27,59
18/05/2024,11:00 AM,56,19
18/05/2024,11:15 AM,34,32
18/05/2024,11:30 AM,56,48
18/05/2024,11:45 AM,76,96
18/05/2024,12:00 PM,45,78
18/05/2024,12:15 PM,78,41
18/05/2024,12:30 PM,96,65
18/05/2024,12:45 PM,5,66
18/05/2024,1:00 PM,74,60
18/05/2024,1:15 PM,60,41
18/05/2024,1:30 PM,95,40
18/05/2024,1:45 PM,90,51
18/05/2024,2:00 PM,55,78
18/05/2024,2:15 PM,21,10
18/05/2024,2:30 PM,36,45
18/05/2024,2:45 PM,8,20
18/05/2024,3:00 PM,79,80
18/05/2024,3:15 PM,53,54
18/05/2024,3:30 PM,52,31
18/05/2024,3:45 PM,52,0
18/05/2024,4:00 PM,5,97
18/05/2024,4:15 PM,28,76
18/05/2024,4:30 PM,37,85
18/05/2024,4:45 PM,78,16
18/05/2024,5:00 PM,16,60
18/05/2024,5:15 PM,44,85
18/05/2024,5:30 PM,43,93
18/05/2024,5:45 PM,66,7
18/05/2024,6:00 PM,7,26
18/05/2024,6:15 PM,59,52
18/05/2024,6:30 PM,79,1
18/05/2024,6:45 PM,29,61
18/05/2024,7:00 PM,50,65
18/05/2024,7:15 PM,80,45
18/05/2024,7:30 PM,13,57
18/05/2024,7:45 PM,89,38
18/05/2024,8:00 PM,84,61
18/05/2024,8:15 PM,48,60
18/05/2024,8:30 PM,42,95
18/05/2024,8:45 PM,29,90
18/05/2024,9:00 PM,77,75
19/05/2024,9:00 AM,9,85
19/05/2024,9:15 AM,5,23
19/05/2024,9:30 AM,70,13
19/05/2024,9:45 AM,12,14
19/05/2024,10:00 AM,36,2
19/05/2024,10:15 AM,71,83
19/05/2024,10:30 AM,19,52
19/05/2024,10:45 AM,99,74
19/05/2024,11:00 AM,79,13
19/05/2024,11:15 AM,54,6
19/05/2024,11:30 AM,63,60
19/05/2024,11:45 AM,30,81
19/05/2024,12:00 PM,27,91
19/05/2024,12:15 PM,25,68
19/05/2024,12:30 PM,7,74
19/05/2024,12:45 PM,27,93
19/05/2024,1:00 PM,58,20
19/05/2024,1:15 PM,54,17
19/05/2024,1:30 PM,14,90
19/05/2024,1:45 PM,0,35
19/05/2024,2:00 PM,51,11
19/05/2024,2:15 PM,60,17
19/05/2024,2:30 PM,12,74
19/05/2024,2:45 PM,37,92
19/05/2024,3:00 PM,91,21
19/05/2024,3:15 PM,43,53
19/05/2024,3:30 PM,52,39
19/05/2024,3:45 PM,53,16
19/05/2024,4:00 PM,57,93
19/05/2024,4:15 PM,17,52
19/05/2024,4:30 PM,8,3
19/05/2024,4:45 PM,17,84
19/05/2024,5:00 PM,64,88
19/05/2024,5:15 PM,46,34
19/05/2024,5:30 PM,13,89
19/05/2024,5:45 PM,39,11
19/05/2024,6:00 PM,99,39
19/05/2024,6:15 PM,42,56
19/05/2024,6:30 PM,7,54
19/05/2024,6:45 PM,29,40
19/05/2024,7:00 PM,50,28
19/05/2024,7:15 PM,90,58
19/05/2024,7:30 PM,22,2
19/05/2024,7:45 PM,34,86
19/05/2024,8:00 PM,71,41
19/05/2024,8:15 PM,25,84
19/05/2024,8:30 PM,77,28
19/05/2024,8:45 PM,76,63
19/05/2024,9:00 PM,54,86
20/05/2024,9:00 AM,69,52
20/05/2024,9:15 AM,71,36
20/05/2024,9:30 AM,92,46
20/05/2024,9:45 AM,56,91
20/05/2024,10:00 AM,86,38
20/05/2024,10:15 AM,98,86
20/05/2024,10:30 AM,31,50
20/05/2024,10:45 AM,51,24
20/05/2024,11:00 AM,49,87
20/05/2024,11:15 AM,3,21
20/05/2024,11:30 AM,45,51
20/05/2024,11:45 AM,73,36
20/05/2024,12:00 PM,73,38
20/05/2024,12:15 PM,67,13
20/05/2024,12:30 PM,5,20
20/05/2024,12:45 PM,21,19
20/05/2024,1:00 PM,57,98
20/05/2024,1:15 PM,97,36
20/05/2024,1:30 PM,30,39
20/05/2024,1:45 PM,66,26
20/05/2024,2:00 PM,11,64
20/05/2024,2:15 PM,83,33
20/05/2024,2:30 PM,76,64
20/05/2024,2:45 PM,78,62
20/05/2024,3:00 PM,25,33
20/05/2024,3:15 PM,84,36
20/05/2024,3:30 PM,57,67
20/05/2024,3:45 PM,31,59
20/05/2024,4:00 PM,98,67
20/05/2024,4:15 PM,53,21
20/05/2024,4:30 PM,78,44
20/05/2024,4:45 PM,64,70
20/05/2024,5:00 PM,16,0
20/05/2024,5:15 PM,89,33
20/05/2024,5:30 PM,17,15
20/05/2024,5:45 PM,36,34
20/05/2024,6:00 PM,46,67
20/05/2024,6:15 PM,38,72
20/05/2024,6:30 PM,99,97
20/05/2024,6:45 PM,48,46
20/05/2024,7:00 PM,82,40
20/05/2024,7:15 PM,7,31
20/05/2024,7:30 PM,13,23
20/05/2024,7:45 PM,35,12
20/05/2024,8:00 PM,48,6
20/05/2024,8:15 PM,63,8
20/05/2024,8:30 PM,29,54
20/05/2024,8:45 PM,10,70
20/05/2024,9:00 PM,33,53
21/05/2024,9:00 AM,91,72
21/05/2024,9:15 AM,78,54
21/05/2024,9:30 AM,47,55
21/05/2024,9:45 AM,52,74
21/05/2024,10:00 AM,31,87
21/05/2024,10:15 AM,69,54
21/05/2024,10:30 AM,87,7
21/05/2024,10:45 AM,50,55
21/05/2024,11:00 AM,27,65
21/05/2024,11:15 AM,25,30
21/05/2024,11:30 AM,18,65
21/05/2024,11:45 AM,55,24
21/05/2024,12:00 PM,86,96
21/05/2024,12:15 PM,92,45
21/05/2024,12:30 PM,64,56
21/05/2024,12:45 PM,30,25
21/05/2024,1:00 PM,55,38
21/05/2024,1:15 PM,20,56
21/05/2024,1:30 PM,19,93
21/05/2024,1:45 PM,62,58
21/05/2024,2:00 PM,91,21
21/05/2024,2:15 PM,54,32
21/05/2024,2:30 PM,56,58
21/05/2024,2:45 PM,4,3
21/05/2024,3:00 PM,0,77
21/05/2024,3:15 PM,30,43
21/05/2024,3:30 PM,19,74
21/05/2024,3:45 PM,81,77
21/05/2024,4:00 PM,58,48
21/05/2024,4:15 PM,9,33
21/05/2024,4:30 PM,3,77
21/05/2024,4:45 PM,73,69
21/05/2024,5:00 PM,84,68
21/05/2024,5:15 PM,6,91
21/05/2024,5:30 PM,83,72
21/05/2024,5:45 PM,84,97
21/05/2024,6:00 PM,57,53
21/05/2024,6:15 PM,18,60
21/05/2024,6:30 PM,36,95
21/05/2024,6:45 PM,68,23
21/05/2024,7:00 PM,7,55
21/05/2024,7:15 PM,53,33
21/05/2024,7:30 PM,46,61
21/05/2024,7:45 PM,5,99
21/05/2024,8:00 PM,68,16
21/05/2024,8:15 PM,47,48
21/05/2024,8:30 PM,14,71
21/05/2024,8:45 PM,41,1
21/05/2024,9:00 PM,1,83
22/05/2024,9:00 AM,43,92
22/05/2024,9:15 AM,88,26
22/05/2024,9:30 AM,38,49
22/05/2024,9:45 AM,92,95
22/05/2024,10:00 AM,48,49
22/05/2024,10:15 AM,71,91
22/05/2024,10:30 AM,88,85
22/05/2024,10:45 AM,8,21
22/05/2024,11:00 AM,85,87
22/05/2024,11:15 AM,31,3
22/05/2024,11:30 AM,13,65
22/05/2024,11:45 AM,22,0
22/05/2024,12:00 PM,59,45
22/05/2024,12:15 PM,45,56
22/05/2024,12:30 PM,10,59
22/05/2024,12:45 PM,84,48
22/05/2024,1:00 PM,7,0
22/05/2024,1:15 PM,96,47
22/05/2024,1:30 PM,68,2
22/05/2024,1:45 PM,66,1
22/05/2024,2:00 PM,30,89
22/05/2024,2:15 PM,98,28
22/05/2024,2:30 PM,44,59
22/05/2024,2:45 PM,57,87
22/05/2024,3:00 PM,2,1
22/05/2024,3:15 PM,43,69
22/05/2024,3:30 PM,1,46
22/05/2024,3:45 PM,1,19
22/05/2024,4:00 PM,1,27
22/05/2024,4:15 PM,66,68
22/05/2024,4:30 PM,35,92
22/05/2024,4:45 PM,16,89
22/05/2024,5:00 PM,33,97
22/05/2024,5:15 PM,70,42
22/05/2024,5:30 PM,72,36
22/05/2024,5:45 PM,7,23
22/05/2024,6:00 PM,41,74
22/05/2024,6:15 PM,43,94
22/05/2024,6:30 PM,27,77
22/05/2024,6:45 PM,40,76
22/05/2024,7:00 PM,53,34
22/05/2024,7:15 PM,32,72
22/05/2024,7:30 PM,27,70
22/05/2024,7:45 PM,75,17
22/05/2024,8:00 PM,44,96
22/05/2024,8:15 PM,98,11
22/05/2024,8:30 PM,93,80
22/05/2024,8:45 PM,77,63
22/05/2024,9:00 PM,24,18
23/05/2024,9:00 AM,35,17
23/05/2024,9:15 AM,69,78
23/05/2024,9:30 AM,33,69
23/05/2024,9:45 AM,93,16
23/05/2024,10:00 AM,31,75
23/05/2024,10:15 AM,58,13
23/05/2024,10:30 AM,40,23
23/05/2024,10:45 AM,88,79
23/05/2024,11:00 AM,73,9
23/05/2024,11:15 AM,79,49
23/05/2024,11:30 AM,78,89
23/05/2024,11:45 AM,3,82
23/05/2024,12:00 PM,96,82
23/05/2024,12:15 PM,32,83
23/05/2024,12:30 PM,42,99
23/05/2024,12:45 PM,45,83
23/05/2024,1:00 PM,38,85
23/05/2024,1:15 PM,45,82
23/05/2024,1:30 PM,0,20
23/05/2024,1:45 PM,97,19
23/05/2024,2:00 PM,19,54
23/05/2024,2:15 PM,67,53
23/05/2024,2:30 PM,61,46
23/05/2024,2:45 PM,76,45
23/05/2024,3:00 PM,81,17
23/05/2024,3:15 PM,47,11
23/05/2024,3:30 PM,55,25
23/05/2024,3:45 PM,19,47
23/05/2024,4:00 PM,85,84
23/05/2024,4:15 PM,32,39
23/05/2024,4:30 PM,13,72
23/05/2024,4:45 PM,10,99
23/05/2024,5:00 PM,18,27
23/05/2024,5:15 PM,91,29
23/05/2024,5:30 PM,5,80
23/05/2024,5:45 PM,84,35
23/05/2024,6:00 PM,17,87
23/05/2024,6:15 PM,62,7
23/05/2024,6:30 PM,23,62
23/05/2024,6:45 PM,17,7
23/05/2024,7:00 PM,81,14
23/05/2024,7:15 PM,15,73
23/05/2024,7:30 PM,63,70
23/05/2024,7:45 PM,36,47
23/05/2024,8:00 PM,35,60
23/05/2024,8:15 PM,19,64
23/05/2024,8:30 PM,34,96
23/05/2024,8:45 PM,98,21
23/05/2024,9:00 PM,20,5
24/05/2024,9:00 AM,17,10
24/05/2024,9:15 AM,86,33
24/05/2024,9:30 AM,64,31
24/05/2024,9:45 AM,11,20
24/05/2024,10:00 AM,35,86
24/05/2024,10:15 AM,71,0
24/05/2024,10:30 AM,97,41
24/05/2024,10:45 AM,21,25
24/05/2024,11:00 AM,27,66
24/05/2024,11:15 AM,35,89
24/05/2024,11:30 AM,44,50
24/05/2024,11:45 AM,2,28
24/05/2024,12:00 PM,46,49
24/05/2024,12:15 PM,99,91
24/05/2024,12:30 PM,27,96
24/05/2024,12:45 PM,33,69
24/05/2024,1:00 PM,63,83
24/05/2024,1:15 PM,26,15
24/05/2024,1:30 PM,39,12
24/05/2024,1:45 PM,2,9
24/05/2024,2:00 PM,48,33
24/05/2024,2:15 PM,2,42
24/05/2024,2:30 PM,86,91
24/05/2024,2:45 PM,64,93
24/05/2024,3:00 PM,9,71
24/05/2024,3:15 PM,56,61
24/05/2024,3:30 PM,35,60
24/05/2024,3:45 PM,9,43
24/05/2024,4:00 PM,86,66
24/05/2024,4:15 PM,48,9
24/05/2024,4:30 PM,88,67
24/05/2024,4:45 PM,27,67
24/05/2024,5:00 PM,72,62
24/05/2024,5:15 PM,63,80
24/05/2024,5:30 PM,87,74
24/05/2024,5:45 PM,24,71
24/05/2024,6:00 PM,21,22
24/05/2024,6:15 PM,66,11
24/05/2024,6:30 PM,26,75
24/05/2024,6:45 PM,87,61
24/05/2024,7:00 PM,31,43
24/05/2024,7:15 PM,96,85
24/05/2024,7:30 PM,68,70
24/05/2024,7:45 PM,65,12
24/05/2024,8:00 PM,69,39
24/05/2024,8:15 PM,31,70
24/05/2024,8:30 PM,85,46
24/05/2024,8:45 PM,88,37
24/05/2024,9:00 PM,76,7
25/05/2024,9:00 AM,71,54
25/05/2024,9:15 AM,3,35
25/05/2024,9:30 AM,55,5
25/05/2024,9:45 AM,6,40
